sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
14591934,,Default,simple,Default Category/Pipe Fittings/Dielectric Fittings,base,UNION DIEL UN FPT|SWEAT 1IN 1IN STL FPT,"BOSHART Dielectric Union, Union Fitting, 1 in Connection Size 1, Connection Type 1: FPT, 1 in Connection Size 2, Connection Type 2: Brass Sweat, FPT|Sweat Connection, Steel, Material Construction: Steel, 2.17 in Hex, 250 psi, 2.28 in L x 2.17 in W, 180 deg F","BOSHART Dielectric Union, 1 in FPT x 1 in Brass Sweat, Steel",0.29,1,Taxable Goods,"Catalog, Search",17,,,,union-diel-un-fpt-sweat-1in-1in-stl-fpt,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
21746440,,Default,simple,Default Category/Electrical/Grounding Strap,base,STRAP PIPE 2-HOLE 3IN 3-1/2IN CS 7-1/4IN,"TAYLOR walraven 2-Hole Pipe Strap, Series: 45 Series, Fits Pipe Size: 3 in, Maximum Clamp Diameter: 3-1/2 in, 11/32 in Hole, Carbon Steel Body, 7-1/4 in Width, Additional Information: 5-3/4 in Center Distance Between Hole","TAYLOR walraven 45 Series 2-Hole Pipe Strap, 3 in, 3-1/2 in Max, Carbon Steel, 7-1/4 in W",32,1,Taxable Goods,"Catalog, Search",21,,,,strap-pipe-2-hole-3in-3-1-2in-cs-7-1-4in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10168382,,Default,simple,Default Category/Hydronics/Hydronic Controls & Switches,base,BOARD CKT PTD CTRL MAIN UNIV 140W,"HTP Universal Main Control Printed Circuit Board, 140 W, For Use With: Elite FT&reg; Combi EFTC-140W Hot Water Combination Wall-Mounted Fire Tube Boilers",HTP Universal Main Control Printed Circuit Board,,1,Taxable Goods,"Catalog, Search",10,,,,board-ckt-ptd-ctrl-main-univ-140w,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14682719,,Default,simple,Default Category/Adhesives & Sealants/Pipe Thread Sealant,base,SEALANT THD PIPE PST LT BR ALC 250ML CAN,"MASTERS&reg; Non-Metallic Compound&trade; Pipe Thread Sealant, 250 mL Net Content, Can Container, Composition: N-Butyl Alcohol, Crystalline Silica, Quartz, Paste Form, Light Brown, Alcohol Odor/Scent, 1.6 Specific Gravity, 244 deg F Boiling Point, 116.6 deg F Flash Point, 150 to 320 deg F Melting Point, 150 to 320 deg F Freezing Point, 46.9 g/L VOC, Applicable Materials: ABS, Aluminum, Black Iron, Brass, Copper, CPVC, Plastic, PVC, Stainless Steel, Insoluble in Water, 122 deg F","MASTERS&reg; Non-Metallic Compound&trade; Pipe Thread Sealant, Paste, Light Brown, Alcohol, 250 mL, Can",,1,Taxable Goods,"Catalog, Search",14,,,,sealant-thd-pipe-pst-lt-br-alc-250ml-can,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14680175,,Default,simple,Default Category/Valves/Rough In Valves,base,VALVE RGH-IN SH 1/2IN 1/2IN BRS,"WALTEC&reg; Shower Rough-In Valve, 1/2 in Inlet, 1/2 in Outlet, Brass Body, Finish: Chrome-Plated, For Use With: 14F115 2-Handle Tub and Shower","WALTEC&reg; Shower Rough-In Valve, 1/2 in Inlet, 1/2 in Outlet, Brass Body, Chrome-Plated",,1,Taxable Goods,"Catalog, Search",14,,,,valve-rgh-in-sh-1-2in-1-2in-brs,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10018246,,Default,simple,Default Category/Water Heaters/Water Heater Parts & Accessories,base,VALVE NAT GAS CTRL,AO Smith&reg; Natural Gas Control Valve,AO Smith&reg; Natural Gas Control Valve,1,1,Taxable Goods,"Catalog, Search",14,,,,valve-nat-gas-ctrl,,,,/6/1/61ucp51ic6l._sx679_.jpg,,/6/1/61ucp51ic6l._sx679_.jpg,,/6/1/61ucp51ic6l._sx679_.jpg,,/6/1/61ucp51ic6l._sx679_.jpg,,"3/13/25, 9:14 AM","3/14/25, 5:56 AM",,,Block after Info Column,,,,No,,,,,,,Use config,,,100,0,1,0,0,0,1,1,10000,1,1,0,0,1,1,0,0,0,0,0,0,,,,,,,/6/1/61ucp51ic6l._sx679_.jpg,,,,,,,,,,,,,,
14562416,,Default,simple,Default Category/Pumps/Pump Valves,base,VALVE CHECK SWING 2IN SLIP UN LEAD-FREE,"BOSHART Swing Check Valve, Series: Quiet Series, 2 in Nominal, Slip Union Connection, 150 psi, Full Port, 10.94 in Inlet to Outlet Length, PVC Body, Neoprene Seal, Lead-Free, White, 3.91 in Dia, Additional Information: 2 ft Static Head","BOSHART Quiet Series Swing Check Valve, 2 in, Slip Union, Lead-Free, PVC",,1,Taxable Goods,"Catalog, Search",17,,,,valve-check-swing-2in-slip-un-lead-free,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
15938247,,Default,simple,Default Category/Pipe Fittings/ProPress,base,REGULATOR PRESS DIFF 1-1/4IN FNPT 50GPM,"resideo Differential Pressure Regulator, 1-1/4 in Nominal, FNPT Connection, 50 gpm Flow Rate, 85 psi, Brass, 395000 Btu/hr Nominal Capacity, 230 deg F, 8-1/2 in H x 4-1/4 in W","resideo Differential Pressure Regulator, 1-1/4 in, FNPT, 50 gpm, 85 psi, Brass",,1,Taxable Goods,"Catalog, Search",21,,,,regulator-press-diff-1-1-4in-fnpt-50gpm,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14684745,,Default,simple,Default Category/Pipe Fittings/Bronze Fittings & Flanges,base,ADAPTER TUBE ADPTR PRESS MNPT 1/2IN BRZ,"Viega Tube Adapter, 2911ZL Series, Adapter Fitting, Connection Size 1: 1/2 in, Connection Type 1: Press, Connection Size 2: 3/8 in, Connection Type 2: MNPT, Press|MNPT Connection, Bronze, Material Construction: Lead-Free Bronze, For Use With: Viega ProPress&reg; ASTM B88 and ASTM B75 Tubes, 1.59 in L, 300 psi, 0 to 250 deg F","Viega ProPress&reg; 2911ZL Series Tube Adapter, 1/2 in Press x 3/8 in MNPT, Bronze",0.09,1,Taxable Goods,"Catalog, Search",10,,,,adapter-tube-adptr-press-mnpt-1-2in-brz,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
21330377,,Default,simple,Default Category/Pipe & Tubing/Pipe Insulation,base,INSULATION PIPE 1-1/2IN IPS 1/2IN 3FT,"CCI Pipe Insulation, For Pipe Size: 1-1/2 in, For Pipe Type: IPS, 1/2 in Wall Thickness, Fiberglass, 3 ft Length","CCI Pipe Insulation, For Pipe Size: 1-1/2 in, For Pipe Type: IPS, 1/2 in Thick Wall, 3 ft L, Fiberglass",,1,Taxable Goods,"Catalog, Search",14,,,,insulation-pipe-1-1-2in-ips-1-2in-3ft,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
HVACR_3861299,,Default,simple,Default Category/Tools & Maintenance/Torches & Lights,base,TORCH SLDR LIQ PRPN GAS MAP-PRO,"TURBOTORCH&reg; Soldering Torch, 1/16 to 3/4 in, 1/8 to 2 in, 1/8 to 3 in, 1/4 to 1 in, 1/4 to 1-1/4 in, 3/4 to 3 in, 3/4 to 4 in Cutting Capacity, Liquid Propane Gas, MAP-Pro Gas","TURBOTORCH&reg; Soldering Torch, Liquid Propane Gas, MAP-Pro Gas",,1,Taxable Goods,"Catalog, Search",14,,,,torch-sldr-liq-prpn-gas-map-pro,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
21141819,,Default,simple,Default Category/Tools & Maintenance/Hand Tools,base,WRENCH PIPE 10IN 1/8 TO 1-1/2IN,"REED Pipe Wrench, 10 in OAL, Jaw Capacity: 1/8 to 1-1/2 in, Titanium-Aluminum Alloy Handle","REED Pipe Wrench, 10 in OAL, 1/8 to 1-1/2 in Jaw",,1,Taxable Goods,"Catalog, Search",14,,,,wrench-pipe-10in-1-8-to-1-1-2in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
15478094,,Default,simple,Default Category/Bathroom Fixtures/Commercial Bathroom Sinks & Faucets,base,BIDET PIEDMONT&reg; CONTEMPORARY 24-7/8IN FL,"TOTO Bidet, Piedmont&reg; Collection, Contemporary Theme/Style, 24-7/8 in Length, 14 in Width, 15 in Height, Vitreous China, Cotton, Floor Mounting",TOTO Piedmont&reg; Bidet,38.7,1,Taxable Goods,"Catalog, Search",17,,,,bidet-piedmont-reg-contemporary-24-7-8in-fl,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
20572078,,Default,simple,Default Category/Bathroom Fixtures/Bathroom Plumbing Supplies,base,SEAT T WASHLET+ S7 CONTEMPORARY YES,"TOTO Toilet Seat, Washlet&reg;+ S7 Collection, Theme/Style: Contemporary, Elongated Shape, For Use With: Elongated Toilets, Plastic, Cotton, With Cover: Yes, 32 to 104 deg F, 20-7/8 in H x 15-1/16 in W x 4-1/16 in D, Domestic/Import: Import, Additional Information: Closed Front","TOTO Washlet&reg;+ S7 Toilet Seat, Contemporary, Yes, Elongated, Plastic, Cotton",14.5,1,Taxable Goods,"Catalog, Search",21,,,,seat-t-washlet-s7-contemporary-yes,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
14682611,,Default,simple,Default Category/Plumbing Parts & Supplies/Roof Flashing,base,FLASHING ROOF 20IN 20IN SLFSE PLSTC 4IN,"Oatey&reg; Flex-Flash&trade; No-Calk&reg; Roof Flashing, 20 in Base Length, 20 in Base Width, Plastic, Self-Sealing, 0 to 45 deg Roof Pitch, 82 deg C, Type B, 4 in Fits Vent Pipe Size","Oatey&reg; Flex-Flash&trade; No-Calk&reg; Roof Flashing, 20 in L Base, 20 in W Base, Self-Sealing Collar, Plastic",,1,Taxable Goods,"Catalog, Search",10,,,,flashing-roof-20in-20in-slfse-plstc-4in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
10130669,,Default,simple,"Default Category/Tools & Maintenance/Diagnostic, Inspection & Locating Tools",base,PLUG ECON-O-GRIP 6IN 1PSI 3.19IN,"CHERNE&reg; Econ-O-Grip&reg; Plug, Fits Pipe Size: 6 in, 3.19 in Length, 1 psi, Domestic/Import: Domestic, Additional Information: 5.62 to 6.4 in Usage Range, Blocking Plug","CHERNE&reg; Econ-O-Grip&reg; Plug, Fits Pipe Size: 6 in, 1 psi",,1,Taxable Goods,"Catalog, Search",14,,,,plug-econ-o-grip-6in-1psi-3-19in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
16626487,,Default,simple,Default Category/Pipe & Tubing/PEX Pipe,base,TUBE PERT 1IN 300FT POL THN 1/8IN 7/8IN,"VIPERT&trade; PERT Tube, 1 in Nominal, 7/8 in Inside Diameter, 1-1/8 in Outside Diameter, 300 ft Length, Polyethylene, Material Construction: Polyethylene, White, 1/8 in Wall Thickness, 100 to 200 psi Working Pressure, &gt;3500 psi Tensile Strength","VIPERT&trade; PERT Tube, 1 in, 300 ft L, Polyethylene, 1/8 in Thick Wall, 7/8 in ID, 1-1/8 in OD, White",,1,Taxable Goods,"Catalog, Search",14,,,,tube-pert-1in-300ft-pol-thn-1-8in-7-8in,,,,,,,,,,,,"3/13/25, 9:14 AM","3/13/25, 9:14 AM",,,Block after Info Column,,,,,,,,,,,Use config,,,100,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
